15m/min,20m/min,30m/min,40m/min,50m/min,60m/min,70m/min,80m/min,90m/min,100m/min,110m/min,120m/min,°
-0.63762863,0.207512141,-3.609252632,-0.413935456,-4.179670224,-7.799305388,-2.134275769,5.657936122,0.984845919,-11.33156041,2.615009921,10.5428358,0.228483376
-0.162979677,-0.718717405,-1.76378395,1.473475695,-3.516979197,-6.262113861,1.431533225,9.1181899,-1.053558124,-8.383703804,-3.709215518,10.58827347,-0.161581595
0.533265325,-1.190570193,0.75765754,2.192090015,-1.570848588,-2.738946378,-0.142008442,4.17736693,-4.645231641,-3.719701136,-1.928058624,9.443244042,-0.632735342
1.605594476,-0.138513236,2.199779468,1.660818728,2.07535014,1.219723752,-1.408671037,1.325278968,-4.280332152,-1.462497207,3.610444543,3.825050182,-0.635531506
1.586720364,0.902359062,1.547574059,-0.669085482,5.811725179,5.558672276,0.313766399,0.93731112,0.069801031,5.018313454,7.376878352,-3.885373893,-0.109852549
0.804493298,0.584295331,0.614354101,-1.245095404,7.953587315,6.625409097,-0.115444878,-1.865144919,2.361257978,11.88219867,6.928093923,-10.71640418,0.413729286
0.257843105,-0.061618708,0.713617946,0.73389014,4.819086721,4.379389827,1.411960072,-5.092617988,3.770524971,10.86439474,-4.152407618,-15.4272426,0.625538759
-0.550248484,-0.783029193,1.000224825,0.556333684,-2.935376946,0.945699614,1.501437342,-7.497319604,2.848489671,7.211904637,-8.611591224,-10.49900238,0.573809713
-1.161909505,-0.762057958,0.782823022,-1.433836519,-7.552543856,-2.617313215,-0.283214758,-4.636843147,0.940107285,1.246287316,-1.41636049,-1.960214518,0.287901876
-1.621878593,0.299785575,-0.490130943,-2.655061438,-6.36906716,-5.145745117,1.734218051,2.422074559,1.102983877,-7.756663877,-1.428943231,4.542266419,0.131316654
-1.509332965,0.731093976,-2.493582929,-2.434164429,-3.467347275,-4.292914893,1.364425273,5.826405043,-0.911652767,-10.65768472,-3.407229734,10.28279248,-0.130823784
0.005489244,0.582198207,-3.210799166,0.057917332,-0.288807087,-1.652636405,-2.504068546,6.165440009,-4.283827358,-9.391022125,0.067004867,13.96883656,-0.663493153
1.088304012,0.355009828,-2.41039703,1.974688212,2.367549348,-1.968603012,-3.587582355,4.433915038,-4.743097405,-6.829036248,3.193116967,14.77063678,-0.863418927
1.349046367,-0.28461284,-0.852933309,1.502136383,4.113055143,-0.870409338,-2.415290318,1.681789963,-2.518748411,0.322853934,8.98047879,6.0277289,-0.376886274
2.088631922,-0.553044649,2.157836998,1.057546201,5.971805606,2.710778561,-0.066511996,0.705229452,1.645439822,6.336006054,6.876364877,-7.883190328,0.183744742
1.772665315,-0.60197753,4.355622428,1.249083481,5.100101271,4.81838768,1.437125555,-2.683722126,4.671589035,8.660317935,-5.382021032,-14.49681881,0.343825169
0.413729286,-0.78163111,3.232263272,1.592312694,0.641616706,6.753333631,0.86530988,-7.43510494,3.657979343,9.470506648,-5.774183126,-14.62334526,0.145297478
-1.007421407,-0.283214758,1.070827983,0.723404523,-2.929085576,4.359117633,1.026788389,-7.751770588,1.119061823,6.29755879,-1.728132851,-8.599008483,0.144598436
-2.565584169,0.015974862,-0.638327671,-2.174820156,-5.070947712,-3.157672038,1.604895435,-2.917201876,0.525575872,0.346621334,-5.316311162,-1.165404711,0.365495445
-2.910910506,0.16487063,-2.172023992,-3.745565659,-5.206561699,-6.641693215,2.361957019,4.622656153,1.618177217,-5.684705857,-4.370508463,5.526516383,0.343825169
-1.562460094,0.714316988,-2.343988119,-1.71555011,-3.17724519,-7.029661063,0.588489578,7.036445304,0.106850213,-9.291059239,0.120831037,13.46622596,0.012479656
0.039742261,0.765346993,-1.772172444,1.223218957,-1.475778989,-4.72841754,-2.857084336,3.232263272,-4.803214945,-9.319020885,3.281196154,14.03314835,-0.64392
1.501437342,0.842241521,-1.451312548,1.867734913,1.695071745,1.131644564,-1.44641926,0.847833851,-8.654232735,-7.841247858,8.821097404,9.29225115,-0.851535227
2.269683585,0.566819301,-0.757164669,1.216927587,6.030525064,3.793593329,1.268656633,1.67969284,-5.450527066,-1.133248817,6.230450838,2.306732767,-0.190941324
1.951619854,-0.815884127,-0.102862137,1.343454038,7.025260645,4.718424793,0.093568431,1.501437342,2.091428087,7.471947951,-0.634832465,-9.721668598,0.482934361
1.185470734,-1.384903638,0.708724658,1.80552025,4.486343126,6.31573386,-1.684093257,-3.100350662,6.240936456,9.640373652,-0.785825357,-13.62860968,0.6381215
-0.036453226,-0.903963314,2.731050755,0.842241521,-0.217504888,3.904740875,-2.715178979,-7.975463762,6.461833464,8.888904397,-4.121649807,-12.01102842,0.478041073
-1.454807754,-0.125930495,3.598560843,-1.823901491,-4.295711058,0.209609265,-0.209116394,-5.640666263,3.578987691,5.042080854,-7.092574768,-10.2242792,0.252949817
-2.583759239,0.984845919,1.782451891,-4.371906545,-4.306895716,-2.223753038,4.250766252,0.100558843,0.982748796,-1.91337876,-4.244681053,-2.309735102,0.091471308
-2.988504075,1.206441969,-0.2244953,-4.064328431,-3.491114674,-4.72212617,2.253605638,2.743633496,0.388563804,-4.825584262,-2.936775029,4.958894955,-0.138513236
-1.521915706,0.752764252,-1.851863137,-1.148627723,-4.192252965,-4.98566469,-0.906759479,3.13509655,-3.849722793,-6.93249434,2.668836091,11.96887978,-0.462169297
0.801697134,0.292096123,-2.930483658,1.225316081,-3.182138478,-3.514183033,-0.059521584,4.024975955,-7.474251245,-9.995692735,8.066132943,16.45113174,-0.576113007
2.498270046,-0.280418593,-2.095828505,1.818802032,0.349417498,-3.483425221,0.98554496,5.586633923,-5.628782564,-7.110749838,5.363639791,9.47190473,-0.271331058
3.439179457,-0.241971329,-0.490130943,1.785248056,4.239581594,-2.085342887,1.167295664,4.433215997,-0.906759479,-0.160183513,4.098375278,0.808687545,-0.019676238
3.118319562,-0.26643777,1.083410724,2.372442636,5.985087388,3.906138957,-1.529605159,-0.766951246,5.001536466,6.05219534,0.666782188,-7.466561792,-0.054628296
1.64404174,-0.927730714,1.732120927,1.799228879,4.300398175,9.039897289,-3.735779083,-5.903505742,5.155325523,8.389089962,-5.693793392,-13.35528458,0.018071985
-0.73339727,-0.52997629,0.227784335,-0.211912559,0.804493298,8.022792391,-1.043072507,-7.394560552,0.508798884,6.054292464,-5.502955154,-11.05823531,0.255745982
-3.288392736,0.310271193,-1.049363877,-1.774968609,-1.343660209,2.845693506,0.690549588,-4.622163283,1.243491151,3.84811854,-5.928671224,-7.96847335,0.419321615
-4.190155841,-0.042744596,0.245260364,-2.682324044,-2.392221959,-2.62010938,-0.351720792,-0.496422314,3.043522157,1.676896675,-4.606784377,-3.089865044,0.560527931
-3.264625336,-0.701940417,0.944301532,-1.149326764,-5.191182793,-5.667928869,-1.064742783,1.96140643,1.070827983,-1.617684346,2.696797738,5.009225919,0.306076946
-1.491157895,-1.022800313,-0.043443638,1.403571578,-6.128596998,-6.084557405,-0.054628296,2.849887753,-2.293657155,-6.19570495,3.450364116,11.17057477,-0.425120115
0.792609598,-0.403449839,0.047431714,0.735987264,-1.661024899,-5.815426555,3.643299478,3.083367503,-7.122633538,-10.44517621,3.586677144,11.62145632,-0.58380246
3.146980249,1.277045127,-0.51180122,-0.144804607,4.098375278,-3.475036727,3.097348327,4.870815768,-6.38095086,-6.81855063,5.615294611,6.013049035,-0.17066913
4.421332297,2.054378905,-1.168200876,0.387165721,6.352783042,1.393785002,-1.285639792,5.235016216,1.255374851,1.579030911,2.06905877,1.288928827,0.282309546
3.337818488,1.197354434,0.496915185,0.310271193,4.032665408,4.408749556,-2.446048129,-0.580307254,5.06375113,5.985087388,0.441690932,-2.996193528,0.257843105
0.476642991,0.056519249,1.209238134,0.305377905,0.413030245,5.457311307,-1.731628056,-6.053799593,3.044221198,7.545347274,-3.797993747,-8.159311589,-0.015481991
-1.526109953,-0.989945378,0.92542742,-1.198958687,-0.376187233,6.485600864,-0.46426642,-6.088751652,1.614682011,6.17802275,-9.174319364,-10.59477102,-0.089580355
-2.436261553,-0.846641939,1.564351047,-2.525738822,-1.498847348,4.361913798,-0.223796259,-2.629895956,3.369974382,3.773321135,-3.358296853,-10.43329251,0.073296237
-3.347811235,-0.00919062,0.010382532,-0.435605732,-4.55435629,0.571013548,-0.413236415,0.728996852,4.419235174,2.912102417,-0.77533974,-2.8836479,0.362000239
-3.168157655,0.020169109,-1.9972637,1.019098937,-5.087025659,-3.361792058,1.798529838,-0.11684296,-0.388070933,-1.203152934,-0.125930495,7.058814621,0.330543387
-1.5421879,-0.167173924,-1.900796019,0.737385346,-2.076255352,-8.087310349,1.555263512,-0.133619948,-7.286209171,-7.230984919,8.095492672,10.57359361,-0.113347754
1.339259791,-0.356614081,-1.864445878,1.341356915,1.899890807,-8.556366972,0.264134476,4.91415632,-7.235878207,-9.38193459,7.255245189,12.67630944,-0.385274768
4.125637884,-0.56562739,0.003392121,0.828959739,4.446497779,-4.271244617,0.817076039,6.612127315,0.560527931,-6.859794059,3.402829317,7.651601531,-0.246864617
4.366807086,0.105452131,2.403899489,0.129219531,3.855108952,0.940806326,-1.139540188,2.903713923,5.428650619,-1.066839906,2.176012068,-2.399212371,-0.076298572
2.589145398,0.399049421,1.711149692,1.264462386,1.896395601,6.08784644,-1.172395123,-1.296125409,1.255374851,3.112028191,-7.324656435,-6.029333152,0.057917332
0.694743835,0.122229119,1.068031818,0.991836331,1.178480323,8.027685679,0.69194767,-5.317709244,-3.059107233,5.38740719,-7.830063199,-7.881792246,0.117335831
-1.328281303,0.26063927,0.390660927,-0.87739975,-0.213310641,6.991706669,-0.553044649,-5.11778347,-1.113675665,6.884054329,-2.929085576,-9.766407232,0.343126128
-3.232469442,-0.044142679,-1.017207984,-2.114003575,-3.609951673,3.627221531,-0.244767494,-1.226221293,4.496828743,6.119303292,-4.485850255,-7.675575101,0.439593809
-4.415247097,-0.563530266,-0.475451079,-2.994795446,-5.198872246,-1.986079041,0.786318228,-1.180084576,4.762464387,4.389875445,3.865594569,-1.040975383,0.07469432
-3.776323471,-0.505509849,-0.382478604,-1.767279156,-2.831219812,-5.65045284,-0.838952486,-1.939942324,-3.439385628,-1.756793538,8.212232547,6.775702948,-0.701940417
-0.534170537,-0.418828744,-1.439428849,1.173587034,0.331941469,-6.799676519,-0.857127556,0.633927253,-6.804569807,-9.486790765,3.346906023,9.332096497,-0.981556884
2.999482563,0.129918572,-0.754368505,2.515047034,2.808644325,-5.273669651,-0.074201449,5.0700425,-0.539762866,-8.661223147,5.380416779,9.084635924,-0.221000094
4.213717071,0.94919482,-0.131522825,2.861072412,3.379061917,-2.24262715,0.424214903,6.979123928,2.549999093,-3.916830745,-0.121736248,6.500280729,0.6737726
3.289584648,0.559129848,0.1949294,2.475900729,1.274948004,-0.718717405,1.101585794,2.586349233,1.404969661,-0.250359823,-6.352989213,1.511223918,0.711520823
1.550370224,-0.035055144,1.252578686,0.832454945,0.979952631,2.168322615,-1.410768161,-2.975222293,-1.854659302,2.922588035,-3.138797926,-1.974195341,0.245959406
-0.059521584,0.038344179,1.36232815,-0.84734098,0.509497926,5.051168389,-2.622206503,-3.305169724,-3.27301383,2.828916518,-7.239373413,-10.56680937,-0.147600772
-1.049363877,0.522080667,1.45250446,-2.399212371,-2.933978864,6.291966461,0.97925359,-0.855729474,2.408792777,5.00992496,-6.624217186,-16.19409076,-0.09866789
-2.262200302,0.938010161,1.516816248,-2.878055571,-3.60855359,6.777101031,3.547530838,-1.445720219,4.95609879,9.596334058,3.590871391,-10.06280069,0.108947337
-3.492512757,0.183045701,-0.426518197,-1.31430048,-1.861649714,0.614354101,2.121486857,-5.30932075,-1.104588129,5.232220051,5.361542667,-0.483140532,0.090073225
-3.186332725,-1.22482321,-2.33280346,0.410933121,-0.187446118,-6.703907879,-1.544984065,-4.562045742,-5.264582115,-3.087767921,7.366392735,8.720435476,-0.26643777
-1.174492246,-1.469487619,-2.8836479,1.118362782,2.137564804,-7.806994841,-2.607526639,3.144184085,-2.297152361,-7.907656769,8.647735194,11.40405452,-0.513199302
1.075721271,-0.671881647,-1.771473403,1.323181844,2.008242188,-6.567594851,0.563324095,6.963045981,4.80650398,-9.309234309,0.677267806,9.589343646,-0.232883794
2.601728139,-0.181154748,0.990438249,1.698566951,1.252578686,-1.902194101,1.203645805,4.483546961,5.299328003,-6.28518222,-2.415989359,9.69909311,0.129219531
3.375566711,-0.040647473,1.799228879,1.664313934,2.33259729,2.85967433,-1.809221626,0.577304919,-0.899769067,-2.293657155,-3.189827931,2.51225087,0.159977342
2.921888994,0.199123647,0.625538759,0.377379145,0.850630015,3.462247816,-3.891665263,-2.382435383,-4.352333392,0.555634643,-8.660524106,-7.621748931,-0.08678419
0.868106044,1.026788389,-0.05113309,-1.400282543,-3.183536561,5.036488524,-2.54251581,-1.684792298,-2.54251581,4.233290223,-7.415531787,-11.94252239,0.139006107
-1.927359583,1.27844321,-0.139212278,-2.516651287,-4.933935643,5.21334594,2.495473882,-1.317096644,1.699965033,9.696296945,-2.448145253,-12.17949734,0.352213663
-3.29678123,0.020169109,0.310970234,-1.756094497,-3.420511516,1.852356008,3.421703428,-4.283827358,1.116265659,10.8315398,2.036203835,-7.325355476,-0.046938843
-2.619410339,-1.051461001,0.463361209,-0.603375613,0.519284502,-1.700171204,-0.193038447,-4.2132242,-3.107341073,3.054007774,8.811310827,-1.281445545,-0.529277249
-1.063344701,-0.885089203,-0.328652434,-0.91934222,3.188223678,-4.549463001,0.371786816,0.178152412,-2.155247004,-4.968887702,7.028755851,5.521623094,-0.482441491
0.347320375,0.036247055,-0.532772455,-0.38038148,2.299043314,-4.205534747,2.733147878,4.366108045,2.521338405,-7.857325805,0.495517102,12.83848699,0.046732673
1.356036779,0.863911797,-0.234281876,2.055077946,2.24312002,-2.076255352,2.196284262,5.203559363,5.75230668,-7.551844815,1.39238692,14.67067389,0.598975195
2.145254257,0.83525111,0.076092402,3.14138792,3.773321135,-1.655432569,-1.361835279,0.954088108,2.004746982,-4.330663116,0.612956018,11.4648711,0.652102324
2.699593902,-0.025967608,-0.218902971,1.80552025,2.312325096,-0.929128796,-5.971312736,-3.24295506,-4.636843147,-3.066796686,-4.143320083,0.924728379,0.167666795
1.674799551,-0.478247244,-1.05076196,-0.599181366,-0.947303867,2.124283022,-4.295711058,-0.912351808,-1.33247555,-1.341563085,-7.888083616,-10.03204288,-0.185348995
-0.51809259,-0.208417353,-0.52997629,-1.914077801,-3.154875873,5.852968608,1.5601568,2.592640604,4.541567378,5.420262125,-9.899924095,-13.41680021,-0.108454466
-2.201383721,0.129918572,0.468254497,-1.245794445,-3.965064586,5.540497206,2.248013308,-0.758562752,2.531824022,9.592838852,-1.33247555,-12.49756107,0.02086815
-2.664148973,-0.012685826,0.403243668,-0.657900824,-2.841006389,1.155411964,0.160676383,-5.535810088,-3.389054664,8.284233787,7.704029618,-6.702509796,-0.131522825
-1.626771881,-0.503412726,0.299086534,-1.229716498,-1.283542668,-2.285967702,-0.107755425,-4.178272142,-7.651807701,3.302167389,5.292337592,0.304678864,-0.313972569
-0.156688307,-0.116143919,0.225687212,-1.509332965,-0.804000428,-4.162194195,2.209566044,1.493747889,-3.426103846,-2.531331152,4.055034726,6.396822636,-0.314671611
0.886980156,0.429807233,0.315863522,0.079587608,0.434700521,-3.972754038,4.062724179,6.307345366,5.25528841,-4.903177832,3.775418259,13.40261321,-0.041346514
1.75169408,-0.219602012,1.144926347,1.924357248,3.767728806,-1.71555011,1.553865429,4.106064731,5.805433808,-8.176787618,2.582154986,13.41170075,0.068402949
2.206070838,-0.784427275,0.514391214,2.557688546,5.615294611,-0.430712444,-2.341191954,-1.754696415,0.498313267,-9.292457321,1.897094643,7.836148399,-0.089580355
1.660818728,-0.386672851,-0.981556884,2.900917759,3.3210415,0.976457425,-4.2369916,0.617849307,-2.220956873,-4.007007056,-6.701111714,0.447982303,-0.046938843
0.282309546,0.041839385,-1.195463481,1.609788723,0.181647618,3.849516623,-2.8955316,2.178808233,0.568916425,0.656995612,-10.24874564,-8.773768775,0.119432954
-1.519818583,0.826862616,-0.90745852,-0.89557482,-1.976991506,3.692931401,0.152287889,-3.284198489,3.446169869,6.651273621,-2.309735102,-14.27662084,0.213104471
-2.673236509,0.977156466,-0.262942564,-2.313929349,-2.780189807,0.473846826,-0.168572007,-4.872420021,-0.873205503,11.62355344,0.933815914,-13.84041915,0.109646378
-2.303443731,-0.178358583,0.308174069,-2.903920094,-2.664148973,-1.932252871,-0.692153841,-4.497733955,-6.596255539,7.3216541,1.411261031,-8.724136852,-0.118241043
-1.343660209,-0.443994226,0.509497926,-2.250316603,-3.795896623,-2.900424888,2.097719458,-1.307310068,-4.663406712,1.565749129,1.339259791,-2.196490433,-0.09866789
-0.37409011,0.165569671,1.150518676,-0.310477364,-3.479930016,-2.103517957,3.69852373,5.868347513,1.307802939,-2.228646326,0.031353767,6.621913892,0.136908984
1.136537853,0.184443783,1.226714163,1.265860469,0.705229452,0.115937748,3.462247816,4.049442396,2.349374278,-6.117412339,7.594280155,15.70385674,0.258542147
2.015931641,-0.290904211,0.047431714,2.313024137,3.655882219,0.273921052,0.834552068,0.149491725,-2.109809328,-5.781173538,9.038499207,14.53436086,0.269726805
2.028514382,-0.61386123,-0.84734098,1.5245057,3.27909903,0.387864763,-4.350236269,2.446541,-3.384161376,-4.719330005,-2.18320865,7.392257258,0.049528838
1.84187039,-0.044142679,-0.758562752,-0.953595237,2.372442636,2.367549348,-4.155203783,3.182631349,3.033036539,-4.15939803,-6.833929536,-1.425448025,-0.176261459
0.81148371,0.987642084,-0.072104325,-1.052160042,1.855851214,2.951248723,-1.018606066,2.600330057,8.648434235,-0.650910412,-6.562701563,-10.28020249,-0.095871725
-0.641123836,0.64371383,0.548644231,0.575906837,2.522037446,1.82998669,0.096364596,-1.93714616,5.149733194,3.855807993,-3.683350995,-12.1277683,0.142501313
-1.600907358,-0.555840813,0.064907743,0.167666795,1.335764585,-0.449586556,2.150147545,-9.787378467,-3.352704523,6.65057458,3.062396268,-12.96312249,-0.028064732
-2.467019364,-1.111578541,-0.81168988,-1.642150787,-3.598067973,-2.673236509,1.082711683,-7.425318363,-6.585769922,5.930562177,-1.043072507,-10.05021795,-0.269233935
-2.701897197,-0.816583169,-0.863418927,-2.167130704,-5.862961355,-2.199286597,-0.2244953,1.836977102,-2.47051457,3.430790963,-2.185305774,2.417880312,-0.209815435
-1.208745263,-0.276224346,-0.178358583,-0.515995467,-2.666246097,-0.673279729,3.044221198,5.916581354,2.03340767,1.623769546,7.57330892,11.6941566,0.028557603
1.069429901,0.022965273,0.299785575,2.03340767,0.90166002,-0.195135571,2.144555216,5.588731047,0.2543479,-2.415989359,6.164740968,14.91394022,0.036247055
